PPID,EFFDT,FEATURECD,TWP,RGE,MER,TRM
01300001HQ,29/08/2018,SURVEYED,40,21,3,40-21-3
01300001DS,29/08/2018,SURVEYED,43,27,2,43-27-2
01300003EN,29/08/2018,SURVEYED,01,13,2,01-13-2
01300002KC,25/04/2017,SURVEYED,19,23,2,19-23-2
01300002ZU,25/04/2017,SURVEYED,10,04,3,10-04-3
01300002LS,25/04/2017,SURVEYED,18,14,2,18-14-2
01300002CZ,25/04/2017,SURVEYED,22,03,2,22-03-2
01300003LA,25/04/2017,SURVEYED,17,14,2,17-14-2
01300000M5,05/01/2017,THEORETIC,56,04,2,56-04-2
01300001Q1,05/01/2017,SURVEYED,37,14,2,37-14-2
01300000NC,16/12/2016,THEORETIC,57,27,2,57-27-2
01300001N4,05/01/2017,SURVEYED,38,14,2,38-14-2
01300000LZ,05/01/2017,THEORETIC,56,03,2,56-03-2
01300001TD,05/01/2017,SURVEYED,35,13,2,35-13-2
01300000LZ,05/01/2017,SURVEYED,56,03,2,56-03-2
01300003FQ,05/01/2017,SURVEYED,35,14,2,35-14-2
01300001HP,05/01/2017,THEORETIC,41,08,2,41-08-2
01300001PX,22/02/2016,SURVEYED,37,13,2,37-13-2
01300001N1,05/01/2017,SURVEYED,38,13,2,38-13-2
01300001F1,05/01/2017,SURVEYED,42,08,2,42-08-2
01300001N6,05/01/2017,SURVEYED,38,15,2,38-15-2
01300000M5,05/01/2017,SURVEYED,56,04,2,56-04-2
01300001Q2,05/01/2017,SURVEYED,37,15,2,37-15-2
01300001HP,05/01/2017,SURVEYED,41,08,2,41-08-2
01300001HP,05/01/2017,THEORETIC,41,08,2,41-08-2
01300002KB,25/04/2017,SURVEYED,19,24,2,19-24-2
013000029Y,25/04/2017,SURVEYED,24,03,2,24-03-2
01300000TW,25/04/2017,SURVEYED,53,31,1,53-31-1
01300002BE,25/04/2017,SURVEYED,23,03,2,23-03-2
01300002ZS,25/04/2017,SURVEYED,10,05,3,10-05-3
01300002JE,21/09/2015,SURVEYED,19,07,2,19-07-2
013000026P,29/08/2017,SURVEYED,26,23,3,26-23-3
01300003B3,29/08/2017,SURVEYED,03,03,2,03-03-2
01300001E4,29/08/2017,SURVEYED,43,20,2,43-20-2
01300002GV,29/10/2018,SURVEYED,20,15,3,20-15-3
01300001QN,29/08/2017,SURVEYED,36,20,3,36-20-3
01300001MX,29/08/2017,SURVEYED,38,04,3,38-04-3
01300001LD,29/08/2017,SURVEYED,39,04,3,39-04-3
01300003CM,29/08/2017,SURVEYED,02,03,2,02-03-2
01300001NS,29/08/2017,SURVEYED,37,20,3,37-20-3
01300001E3,29/08/2017,SURVEYED,43,21,2,43-21-2
01300002P5,29/08/2017,SURVEYED,16,13,3,16-13-3
01300002F4,29/10/2018,SURVEYED,21,14,3,21-14-3
0130000327,29/10/2018,SURVEYED,08,18,3,08-18-3
01300001Y7,29/10/2018,SURVEYED,32,23,2,32-23-2
01300002WG,29/10/2018,SURVEYED,12,07,2,12-07-2
01300001ED,29/10/2018,SURVEYED,43A,02,3,43A-02-3
0130000167,29/10/2018,SURVEYED,47,15,2,47-15-2
01300002F1,29/10/2018,SURVEYED,21,15,3,21-15-3
013000004J,29/10/2018,SURVEYED,47,14,2,47-14-2
01300002PK,29/10/2018,SURVEYED,15,28,3,15-28-3
01300003FK,29/10/2018,SURVEYED,35,12,3,35-12-3
01300000XZ,29/10/2018,SURVEYED,51,12,3,51-12-3
01300002GX,29/10/2018,SURVEYED,20,14,3,20-14-3
013000033W,29/10/2018,SURVEYED,07,18,3,07-18-3
01300001ZN,29/10/2018,SURVEYED,31,23,2,31-23-2
01300000ZW,29/10/2018,SURVEYED,50,12,3,50-12-3
01300001SW,29/10/2018,SURVEYED,35,11,3,35-11-3
0130000148,29/10/2018,SURVEYED,48,10,2,48-10-2
01300001FA,29/10/2018,SURVEYED,42,02,3,42-02-3
01300002TD,21/09/2015,SURVEYED,14,15,2,14-15-2
013000013P,21/09/2015,SURVEYED,48,11,3,48-11-3
013000013L,21/09/2015,SURVEYED,48,12,3,48-12-3
01300002RG,21/09/2015,SURVEYED,15,15,2,15-15-2
01300000RM,03/11/2016,SURVEYED,54,24,3,54-24-3
01300002GM,03/11/2016,SURVEYED,20,18,3,20-18-3
013000012B,03/11/2016,SURVEYED,49,05,3,49-05-3
013000002Q,03/11/2016,SURVEYED,53,17,3,53-17-3
013000002N,03/11/2016,SURVEYED,53,24,3,53-24-3
013000010D,03/11/2016,SURVEYED,50,05,3,50-05-3
01300000SL,03/11/2016,SURVEYED,53,27,3,53-27-3
01300001NB,03/11/2016,SURVEYED,38,17,2,38-17-2
01300001A6,03/11/2016,SURVEYED,44,23,3,44-23-3
01300000G3,03/11/2016,SURVEYED,60,19,3,60-19-3
01300001DH,03/11/2016,SURVEYED,43,10,2,43-10-2
01300001AY,03/11/2016,SURVEYED,44,02,2,44-02-2
013000015V,03/11/2016,SURVEYED,46,27,3,46-27-3
01300001EV,03/11/2016,SURVEYED,42,05,2,42-05-2
01300003FL,03/11/2016,SURVEYED,35,05,2,35-05-2
01300000D2,03/11/2016,SURVEYED,65,18,3,65-18-3
01300001EU,03/11/2016,SURVEYED,42,04,2,42-04-2
0130000180,03/11/2016,SURVEYED,45,25,3,45-25-3
01300000MD,03/11/2016,SURVEYED,56,08,3,56-08-3
01300002VL,03/11/2016,SURVEYED,13,26,2,13-26-2
013000014B,03/11/2016,SURVEYED,48,03,3,48-03-3
01300001DE,03/11/2016,SURVEYED,43,09,2,43-09-2
01300000TS,03/11/2016,SURVEYED,53,16,3,53-16-3
01300000W6,03/11/2016,SURVEYED,52,12,3,52-12-3
01300000XX,03/11/2016,SURVEYED,51,13,3,51-13-3
01300000UH,03/11/2016,SURVEYED,52,28,3,52-28-3
0130000177,03/11/2016,SURVEYED,46,11,3,46-11-3
01300000JT,03/11/2016,SURVEYED,57,22,3,57-22-3
01300000ZE,03/11/2016,SURVEYED,50,19,3,50-19-3
01300000D5,03/11/2016,SURVEYED,64,17,3,64-17-3
01300000EV,03/11/2016,SURVEYED,62,22,3,62-22-3
01300000JU,03/11/2016,SURVEYED,57,21,3,57-21-3
013000001F,03/11/2016,SURVEYED,59,19,3,59-19-3
01300002BU,28/11/2018,SURVEYED,23,11,3,23-11-3
01300002DG,28/11/2018,SURVEYED,22,11,3,22-11-3
01300002BV,28/11/2018,SURVEYED,23,10,3,23-10-3
01300000XP,28/11/2018,SURVEYED,51,16,3,51-16-3
01300000ZH,28/11/2018,SURVEYED,50,16,3,50-16-3
01300003CB,28/11/2018,SURVEYED,02,31,1,02-31-1
01300003PQ,28/11/2018,SURVEYED,02,30,1,02-30-1
01300003Q3,28/11/2018,SURVEYED,01,31,1,01-31-1
01300003DU,28/11/2018,SURVEYED,01,30,1,01-30-1
01300001S8,28/11/2018,SURVEYED,36,24,2,36-24-2
01300001E7,28/11/2018,SURVEYED,42,22,3,42-22-3
01300001CA,28/11/2018,SURVEYED,43,22,3,43-22-3
01300001CB,28/11/2018,SURVEYED,43,21,3,43-21-3
01300001FC,28/11/2018,SURVEYED,42,28,2,42-28-2
0130000060,28/11/2018,SURVEYED,41,27,2,41-27-2
01300001H5,28/11/2018,SURVEYED,41,28,2,41-28-2
01300002EU,23/04/2018,SURVEYED,21,18,3,21-18-3
01300002EW,23/04/2018,SURVEYED,21,17,3,21-17-3
01300002GQ,23/04/2018,SURVEYED,20,17,3,20-17-3
01300003MU,23/04/2018,SURVEYED,10,06,2,10-06-2
013000025J,23/04/2018,SURVEYED,27,17,3,27-17-3
0130000287,23/04/2018,SURVEYED,25,24,3,25-24-3
013000026M,23/04/2018,SURVEYED,26,24,3,26-24-3
013000026Y,23/04/2018,SURVEYED,26,18,3,26-18-3
01300003J2,23/04/2018,SURVEYED,25,25,3,25-25-3
01300000N9,28/12/2017,SURVEYED,55,25,3,55-25-3
01300002WU,28/12/2017,SURVEYED,12,13,2,12-13-2
013000012T,28/12/2017,SURVEYED,49,25,2,49-25-2
01300001JX,28/12/2017,SURVEYED,40,02,3,40-02-3
01300003NC,24/10/2019,SURVEYED,08,26,3,08-26-3
01300002FC,14/12/2017,SURVEYED,21,09,3,21-09-3
01300001UH,24/10/2019,SURVEYED,34,07,2,34-07-2
01300001VZ,24/10/2019,SURVEYED,33,08,3,33-08-3
01300000XH,14/12/2017,SURVEYED,51,22,3,51-22-3
01300000SS,15/12/2017,SURVEYED,54,04,3,54-04-3
01300002B3,14/12/2017,SURVEYED,24,22,2,24-22-2
01300002H6,14/12/2017,SURVEYED,20,09,3,20-09-3
01300001C0,14/12/2017,SURVEYED,44,17,2,44-17-2
01300002B2,14/12/2017,SURVEYED,24,21,2,24-21-2
01300000UT,15/12/2017,THEORETIC,53,04,3,53-04-3
013000026J,24/10/2019,SURVEYED,27,21,2,27-21-2
01300000UT,15/12/2017,SURVEYED,53,04,3,53-04-3
01300001TW,14/12/2017,SURVEYED,34,24,3,34-24-3
01300002KD,14/12/2017,SURVEYED,19,22,2,19-22-2
01300002Q7,24/10/2019,SURVEYED,16,23,2,16-23-2
01300000ZB,14/12/2017,SURVEYED,50,22,3,50-22-3
01300000SS,15/12/2017,THEORETIC,54,04,3,54-04-3
01300001TT,28/12/2017,SURVEYED,35,20,2,35-20-2
01300000PS,28/12/2017,SURVEYED,55,16,3,55-16-3
0130000306,28/12/2017,SURVEYED,10,18,2,10-18-2
01300002V6,28/12/2017,SURVEYED,13,13,2,13-13-2
01300001W1,24/10/2019,SURVEYED,33,07,2,33-07-2
01300003GT,28/12/2017,SURVEYED,32,27,2,32-27-2
01300000PR,28/12/2017,SURVEYED,55,17,3,55-17-3
01300001Y2,28/12/2017,SURVEYED,32,26,2,32-26-2
01300001ZJ,28/12/2017,SURVEYED,31,26,2,31-26-2
01300000PC,28/12/2017,SURVEYED,55,24,3,55-24-3
01300002YK,28/12/2017,SURVEYED,11,17,2,11-17-2
01300002YM,28/12/2017,SURVEYED,11,18,2,11-18-2
01300001VA,28/12/2017,SURVEYED,34,20,2,34-20-2
01300001CD,24/10/2019,SURVEYED,43,20,3,43-20-3
01300002RX,24/10/2019,SURVEYED,15,23,2,15-23-2
0130000273,24/10/2019,SURVEYED,26,09,2,26-09-2
01300001E9,24/10/2019,SURVEYED,42,20,3,42-20-3
013000033Q,24/10/2019,SURVEYED,07,21,3,07-21-3
0130000305,24/10/2019,SURVEYED,09,26,3,09-26-3
013000035R,24/10/2019,SURVEYED,06,19,3,06-19-3
01300001XG,24/10/2019,SURVEYED,32,08,3,32-08-3
013000028P,24/10/2019,SURVEYED,25,09,2,25-09-2
01300002YN,24/10/2019,SURVEYED,10,26,3,10-26-3
01300003J6,24/10/2019,SURVEYED,25,08,2,25-08-2
013000026G,24/10/2019,SURVEYED,27,20,2,27-20-2
01300003DF,23/08/2019,SURVEYED,02,18,2,02-18-2
01300002TP,23/08/2019,SURVEYED,14,26,2,14-26-2
01300001QF,23/08/2019,SURVEYED,37,23,2,37-23-2
01300001NV,23/08/2019,SURVEYED,37,17,3,37-17-3
01300001SA,23/08/2019,SURVEYED,36,23,2,36-23-2
013000037V,23/08/2019,SURVEYED,05,01,2,05-01-2
01300001QS,23/08/2019,SURVEYED,36,17,3,36-17-3
013000035A,23/08/2019,SURVEYED,07,25,2,07-25-2
01300001DX,23/08/2019,SURVEYED,43,17,2,43-17-2
01300000VH,23/08/2019,SURVEYED,52,24,3,52-24-3
01300001SB,23/08/2019,SURVEYED,36,22,2,36-22-2
013000034K,23/08/2019,SURVEYED,07,09,2,07-09-2
01300003BX,23/08/2019,SURVEYED,03,18,2,03-18-2
01300002VS,20/10/2015,SURVEYED,13,22,2,13-22-2
01300002VP,20/10/2015,SURVEYED,13,21,2,13-21-2
01300002X6,20/10/2015,SURVEYED,12,20,2,12-20-2
01300003M9,20/10/2015,SURVEYED,12,19,2,12-19-2
01300002LD,20/10/2015,SURVEYED,18,07,2,18-07-2
0130000149,20/10/2015,SURVEYED,48,04,3,48-04-3
0130000258,25/01/2017,SURVEYED,27,22,3,27-22-3
013000037X,20/10/2015,SURVEYED,05,02,2,05-02-2
01300002VM,20/10/2015,SURVEYED,13,20,2,13-20-2
01300002YR,20/10/2015,SURVEYED,11,20,2,11-20-2
01300002TQ,20/10/2015,SURVEYED,14,20,2,14-20-2
01300002KV,20/10/2015,SURVEYED,19A,06,2,19A-06-2
01300001WL,20/10/2015,SURVEYED,33,26,2,33-26-2
0130000069,20/10/2015,SURVEYED,40,10,3,40-10-3
0130000160,20/10/2015,SURVEYED,47,04,3,47-04-3
0130000049,20/10/2015,SURVEYED,47,26,2,47-26-2
01300002KX,20/10/2015,SURVEYED,19A,07,2,19A-07-2
01300002YQ,20/10/2015,SURVEYED,11,19,2,11-19-2
01300002XA,20/10/2015,SURVEYED,12,22,2,12-22-2
013000037Z,20/10/2015,SURVEYED,05,03,2,05-03-2
01300002X8,20/10/2015,SURVEYED,12,21,2,12-21-2
01300005A6,19/12/2016,THEORETIC,66,01,2,66-01-2
013000007G,19/12/2016,THEORETIC,90,26,3,90-26-3
013000007G,19/12/2016,SURVEYED,90,26,3,90-26-3
0130000127,19/12/2016,SURVEYED,49,07,2,49-07-2
0130000127,19/12/2016,THEORETIC,49,07,2,49-07-2
01300001E2,09/02/2007,SURVEYED,43,22,2,43-22-2
01300001FV,09/02/2007,SURVEYED,41,18,3,41-18-3
01300001U6,09/02/2007,SURVEYED,34,15,3,34-15-3
01300000CV,09/02/2007,SURVEYED,64,21,3,64-21-3
01300001NR,31/12/2009,SURVEYED,37,21,3,37-21-3
01300001EA,31/12/2009,SURVEYED,42,19,3,42-19-3
01300001QQ,31/12/2009,SURVEYED,36,19,3,36-19-3
01300001EB,31/12/2009,SURVEYED,42,18,3,42-18-3
01300001FW,01/11/2010,SURVEYED,41,17,3,41-17-3
01300001SJ,01/11/2010,SURVEYED,35,19,3,35-19-3
01300001E8,30/11/2010,SURVEYED,42,21,3,42-21-3
01300001N0,24/03/2011,SURVEYED,38,12,2,38-12-2
01300001UY,24/03/2011,SURVEYED,34,01,3,34-01-3
01300001DF,28/04/2011,SURVEYED,42,27,3,42-27-3
01300001A4,30/05/2011,SURVEYED,45,21A,2,45-21A-2
01300001A3,08/02/2012,SURVEYED,45,20,2,45-20-2
01300001MR,08/02/2012,SURVEYED,37,28,3,37-28-3
01300001TG,14/05/2014,SURVEYED,35,01,3,35-01-3
01300001GY,14/05/2014,SURVEYED,41,03,3,41-03-3
01300001E0,09/01/2015,SURVEYED,43,23,2,43-23-2
01300001LP,22/02/2016,SURVEYED,39,26,2,39-26-2
01300001LN,22/02/2016,SURVEYED,39,27,2,39-27-2
01300001EZ,22/02/2016,SURVEYED,41,28,3,41-28-3
01300001DA,22/02/2016,SURVEYED,42,28,3,42-28-3
01300001F3,22/02/2016,SURVEYED,41,27,3,41-27-3
01300001MY,09/09/2016,SURVEYED,38,11,2,38-11-2
01300000L3,16/12/2016,THEORETIC,57,08,3,57-08-3
01300000FX,19/12/2016,SURVEYED,61,30,1,61-30-1
01300005A6,19/12/2016,SURVEYED,66,01,2,66-01-2
01300000TU,19/12/2016,THEORETIC,53,30,1,53-30-1
01300000FX,19/12/2016,THEORETIC,61,30,1,61-30-1
01300000QU,15/12/2016,SURVEYED,54,26,3,54-26-3
013000039H,15/12/2016,SURVEYED,04,02,2,04-02-2
01300002DJ,15/12/2016,SURVEYED,22,09,3,22-09-3
01300002ZD,15/12/2016,SURVEYED,10,04,2,10-04-2
01300003K1,15/12/2016,SURVEYED,22,26,3,22-26-3
01300003FE,15/12/2016,SURVEYED,38,11,3,38-11-3
013000029N,15/12/2016,SURVEYED,24,24,3,24-24-3
013000019K,15/12/2016,SURVEYED,45,11,2,45-11-2
01300002WA,15/12/2016,SURVEYED,12,04,2,12-04-2
01300002CL,15/12/2016,SURVEYED,22,25,3,22-25-3
01300001MG,15/12/2016,SURVEYED,38,12,3,38-12-3
01300003JS,15/12/2016,SURVEYED,23,24,3,23-24-3
01300003JY,15/12/2016,SURVEYED,23,09,3,23-09-3
01300001JT,15/12/2016,SURVEYED,40,04,3,40-04-3
013000024H,27/03/2019,SURVEYED,28,06,3,28-06-3
01300001Y4,27/03/2019,SURVEYED,32,25,2,32-25-2
0130000193,27/03/2019,SURVEYED,45,09,3,45-09-3
01300002SS,27/03/2019,SURVEYED,14,09,3,14-09-3
0130000196,27/03/2019,SURVEYED,45,08,3,45-08-3
013000022P,27/03/2019,SURVEYED,29,06,3,29-06-3
01300001SG,29/04/2019,SURVEYED,35,21,3,35-21-3
0130000310,29/04/2019,SURVEYED,09,10,3,09-10-3
01300001AD,29/04/2019,SURVEYED,44,02,3,44-02-3
013000019P,29/04/2019,SURVEYED,45,02,3,45-02-3
013000019J,29/04/2019,SURVEYED,45,04,3,45-04-3
01300002ZG,29/04/2019,SURVEYED,10,10,3,10-10-3
01300003FU,29/04/2019,SURVEYED,34,21,3,34-21-3
01300003N6,29/04/2019,SURVEYED,09,11,3,09-11-3
01300000YN,07/06/2016,SURVEYED,51,03,3,51-03-3
01300000YQ,07/06/2016,SURVEYED,51,02,3,51-02-3
01300001T2,07/06/2016,SURVEYED,35,07,2,35-07-2
013000029F,07/06/2016,SURVEYED,25,18,2,25-18-2
01300001T5,07/06/2016,SURVEYED,35,08,2,35-08-2
01300003D8,07/06/2016,SURVEYED,02,14,2,02-14-2
013000027Z,07/06/2016,SURVEYED,26,18,2,26-18-2
013000010J,07/06/2016,SURVEYED,50,03,3,50-03-3
0130000208,07/06/2016,SURVEYED,30,17,3,30-17-3
0130000205,07/06/2016,SURVEYED,30,18,3,30-18-3
01300000ZN,19/01/2017,THEORETIC,50,30,1,50-30-1
01300001D8,07/06/2016,SURVEYED,43,08,3,43-08-3
0130000281,07/06/2016,SURVEYED,26,19,2,26-19-2
01300001DB,07/06/2016,SURVEYED,43,07,3,43-07-3
01300003HN,07/06/2016,SURVEYED,27,19,2,27-19-2
01300003EQ,07/06/2016,SURVEYED,01,14,2,01-14-2
013000023L,07/06/2016,SURVEYED,28,02,2,28-02-2
01300000ZN,19/01/2017,THEORETIC,50,30,1,50-30-1
01300000ZN,19/01/2017,SURVEYED,50,30,1,50-30-1
0130000219,28/09/2016,SURVEYED,30,25,2,30-25-2
01300003JM,28/09/2016,SURVEYED,24,06,3,24-06-3
01300002J1,28/09/2016,SURVEYED,19,22,3,19-22-3
013000023D,28/09/2016,SURVEYED,28,31,1,28-31-1
013000021B,28/09/2016,SURVEYED,30,24,2,30-24-2
013000027T,28/09/2016,SURVEYED,26,29,2,26-29-2
01300003K6,28/09/2016,SURVEYED,20,28,2,20-28-2
01300002AX,28/09/2016,SURVEYED,24,18,2,24-18-2
013000021D,28/09/2016,SURVEYED,30,23,2,30-23-2
01300002ML,28/09/2016,SURVEYED,17,14,3,17-14-3
01300002SM,28/09/2016,SURVEYED,14,04,2,14-04-2
01300002BS,28/09/2016,SURVEYED,23,12,2,23-12-2
01300002MJ,28/09/2016,SURVEYED,17,15,3,17-15-3
013000024X,28/09/2016,SURVEYED,28,25,2,28-25-2
01300003KC,28/09/2016,SURVEYED,19,06,2,19-06-2
0130000265,28/09/2016,SURVEYED,26,27,3,26-27-3
01300002CD,28/09/2016,SURVEYED,23,18,2,23-18-2
0130000268,28/09/2016,SURVEYED,26,26,3,26-26-3
01300002GC,28/09/2016,SURVEYED,20,31,1,20-31-1
01300002SP,28/09/2016,SURVEYED,14,05,2,14-05-2
013000024R,28/09/2016,SURVEYED,28,29,2,28-29-2
01300001VX,28/09/2016,SURVEYED,33,05,2,33-05-2
01300002J3,28/09/2016,SURVEYED,19,21,3,19-21-3
01300002HK,28/09/2016,SURVEYED,20,29,2,20-29-2
013000022K,28/09/2016,SURVEYED,29,08,3,29-08-3
01300002HB,28/09/2016,SURVEYED,20,06,3,20-06-3
013000022X,28/09/2016,SURVEYED,29,29,2,29-29-2
01300003JN,28/09/2016,SURVEYED,24,02,3,24-02-3
01300002JT,28/09/2016,SURVEYED,19,06,3,19-06-3
01300002KL,28/09/2016,SURVEYED,18,21,3,18-21-3
013000028S,28/09/2016,SURVEYED,25,11,2,25-11-2
01300002GE,28/09/2016,SURVEYED,20,32,1,20-32-1
0130000276,28/09/2016,SURVEYED,26,11,2,26-11-2
01300002P2,28/09/2016,SURVEYED,16,15,3,16-15-3
01300001XD,28/09/2016,SURVEYED,32,05,2,32-05-2
01300003K0,28/09/2016,SURVEYED,23,02,3,23-02-3
01300002UL,28/09/2016,SURVEYED,13,05,2,13-05-2
013000021T,28/09/2016,SURVEYED,29,03,2,29-03-2
01300002TM,28/09/2016,SURVEYED,14,27,2,14-27-2
013000027V,28/09/2016,SURVEYED,26,28,2,26-28-2
01300002MN,28/09/2016,SURVEYED,17,13,3,17-13-3
0130000233,28/09/2016,SURVEYED,29,25,2,29-25-2
01300002AN,28/09/2016,SURVEYED,24,13,2,24-13-2
0130000269,28/09/2016,SURVEYED,27,29,2,27-29-2
01300002UJ,28/09/2016,SURVEYED,13,04,2,13-04-2
0130000217,28/09/2016,SURVEYED,30,26,2,30-26-2
013000024M,28/09/2016,SURVEYED,28,03,3,28-03-3
01300002DT,31/12/2015,SURVEYED,22,03,3,22-03-3
01300001M2,31/12/2015,SURVEYED,38,20,3,38-20-3
013000026A,31/12/2015,SURVEYED,27,28,2,27-28-2
01300001YR,31/12/2015,SURVEYED,31,03,2,31-03-2
013000030U,31/12/2015,SURVEYED,09,14,3,09-14-3
01300002DY,31/12/2015,SURVEYED,22,15,2,22-15-2
01300002E1,31/12/2015,SURVEYED,22,16,2,22-16-2
0130000202,31/12/2015,SURVEYED,30,04,2,30-04-2
01300003H9,31/12/2015,SURVEYED,30,03,2,30-03-2
01300002R6,31/12/2015,SURVEYED,15,05,3,15-05-3
01300002PL,31/12/2015,SURVEYED,16,10,2,16-10-2
01300002E3,31/12/2015,SURVEYED,22,17,2,22-17-2
01300002PE,31/12/2015,SURVEYED,16,07,2,16-07-2
01300002N2,31/12/2015,SURVEYED,17,10,2,17-10-2
01300002DR,31/12/2015,SURVEYED,22,04,3,22-04-3
01300002R5,31/12/2015,SURVEYED,15,10,2,15-10-2
01300002CA,31/12/2015,SURVEYED,23,16,2,23-16-2
01300002K5,31/12/2015,SURVEYED,19,17,2,19-17-2
013000030V,31/12/2015,SURVEYED,09,13,3,09-13-3
01300001XM,31/12/2015,SURVEYED,32,09,2,32-09-2
01300001NT,31/12/2015,SURVEYED,37,19,3,37-19-3
01300002C6,31/12/2015,SURVEYED,23,14,2,23-14-2
01300001W5,31/12/2015,SURVEYED,33,09,2,33-09-2
01300003L7,31/12/2015,SURVEYED,17,07,2,17-07-2
01300002DX,31/12/2015,SURVEYED,22,14,2,22-14-2
01300003J0,31/12/2015,SURVEYED,26,17,2,26-17-2
0130000364,31/12/2015,SURVEYED,06,04,2,06-04-2
01300001NU,31/12/2015,SURVEYED,37,18,3,37-18-3
01300002R3,31/12/2015,SURVEYED,15,06,3,15-06-3
01300002C8,31/12/2015,SURVEYED,23,15,2,23-15-2
0130000347,31/12/2015,SURVEYED,07,04,2,07-04-2
01300002CC,31/12/2015,SURVEYED,23,17,2,23-17-2
01300002K3,31/12/2015,SURVEYED,19,16,2,19-16-2
013000020M,30/05/2019,SURVEYED,30,12,3,30-12-3
01300003Q7,30/05/2019,SURVEYED,01,08,2,01-08-2
01300002A8,30/05/2019,SURVEYED,24,14,3,24-14-3
01300002W0,30/05/2019,SURVEYED,12,33,1,12-33-1
01300003D5,30/05/2019,SURVEYED,02,12,2,02-12-2
01300002VY,30/05/2019,SURVEYED,12,32,1,12-32-1
01300002Y8,30/05/2019,SURVEYED,10,28,3,10-28-3
013000030B,30/05/2019,SURVEYED,10,21,2,10-21-2
013000020N,30/05/2019,SURVEYED,30,11,3,30-11-3
01300001YT,30/05/2019,SURVEYED,31,11,3,31-11-3
01300003BJ,30/05/2019,SURVEYED,03,11,2,03-11-2
01300003CW,30/05/2019,SURVEYED,02,08,2,02-08-2
013000031V,30/05/2019,SURVEYED,09,21,2,09-21-2
01300003D2,30/05/2019,SURVEYED,02,11,2,02-11-2
01300003BM,30/05/2019,SURVEYED,03,12,2,03-12-2
013000028X,30/05/2019,SURVEYED,25,09,3,25-09-3
01300003J7,30/05/2019,SURVEYED,25,14,3,25-14-3
01300002Y2,30/05/2019,SURVEYED,10,29,3,10-29-3
0130000147,30/10/2018,SURVEYED,48,09,2,48-09-2
0130000147,30/10/2018,THEORETIC,48,09,2,48-09-2
01300001BT,27/07/2018,SURVEYED,44,28,2,44-28-2
013000032Y,27/07/2018,SURVEYED,08,03,3,08-03-3
01300001BV,27/07/2018,SURVEYED,44,27,2,44-27-2
0130000331,27/07/2018,SURVEYED,08,02,3,08-02-3
013000034T,27/07/2018,SURVEYED,07,03,3,07-03-3
01300002SR,09/09/2016,SURVEYED,14,06,2,14-06-2
013000016R,09/09/2016,SURVEYED,46,27,2,46-27-2
013000016Q,09/09/2016,SURVEYED,46,28,2,46-28-2
013000021J,09/09/2016,SURVEYED,29,24,3,29-24-3
01300001SF,09/09/2016,SURVEYED,35,22,3,35-22-3
01300001SE,09/09/2016,SURVEYED,35,23,3,35-23-3
013000039B,09/09/2016,SURVEYED,04,18,3,04-18-3
0130000399,09/09/2016,SURVEYED,04,19,3,04-19-3
01300003NY,09/09/2016,SURVEYED,04,25,3,04-25-3
013000038V,09/09/2016,SURVEYED,04,26,3,04-26-3
0130000333,09/09/2016,SURVEYED,08,30,2,08-30-2
013000031K,09/09/2016,SURVEYED,09,30,2,09-30-2
01300001BP,09/09/2016,SURVEYED,S,L,S,S-L-S
01300003BQ,09/09/2016,SURVEYED,03,14,2,03-14-2
01300003E8,09/09/2016,SURVEYED,01,04,2,01-04-2
01300003PT,09/09/2016,SURVEYED,02,04,2,02-04-2
01300003E6,09/09/2016,SURVEYED,01,03,2,01-03-2
0130000339,09/09/2016,SURVEYED,08,18,2,08-18-2
01300003NQ,09/09/2016,SURVEYED,08,17,2,08-17-2
01300003QB,09/09/2016,SURVEYED,01,18,2,01-18-2
0130000379,09/09/2016,SURVEYED,06,21,2,06-21-2
0130000377,09/09/2016,SURVEYED,06,20,2,06-20-2
013000033G,09/09/2016,SURVEYED,08,24,2,08-24-2
013000035D,09/09/2016,SURVEYED,07,24,2,07-24-2
01300001TU,09/09/2016,SURVEYED,35,23,2,35-23-2
01300001V9,09/09/2016,SURVEYED,34,23,2,34-23-2
01300002GB,09/09/2016,SURVEYED,20,23,3,20-23-3
01300002J0,09/09/2016,SURVEYED,19,23,3,19-23-3
01300002GD,09/09/2016,SURVEYED,20,22,3,20-22-3
013000023J,09/09/2016,SURVEYED,28,01,2,28-01-2
013000023H,09/09/2016,SURVEYED,28,33,1,28-33-1
0130000311,09/09/2016,SURVEYED,09,06,2,09-06-2
013000030Z,09/09/2016,SURVEYED,09,05,2,09-05-2
01300002QK,09/09/2016,SURVEYED,15,16,3,15-16-3
01300002P1,09/09/2016,SURVEYED,16,16,3,16-16-3
01300002MH,09/09/2016,SURVEYED,17,17,3,17-17-3
01300002KT,09/09/2016,SURVEYED,18,17,3,18-17-3
01300002P0,09/09/2016,SURVEYED,16,18,3,16-18-3
01300002QD,09/09/2016,SURVEYED,15,21,3,15-21-3
01300002QF,09/09/2016,SURVEYED,15,20,3,15-20-3
01300002MD,09/09/2016,SURVEYED,17,21,3,17-21-3
01300002NW,09/09/2016,SURVEYED,16,21,3,16-21-3
01300002YW,09/09/2016,SURVEYED,10,24,3,10-24-3
01300003MP,09/09/2016,SURVEYED,10,25,3,10-25-3
013000030E,09/09/2016,SURVEYED,09,25,3,09-25-3
01300002WT,09/09/2016,SURVEYED,11,27,3,11-27-3
01300003MV,09/09/2016,SURVEYED,09,29,3,09-29-3
